Dex,Pokemon,Moves,Levels
280,ralts,"megapunch, firepunch, icepunch, thunderpunch, megakick, bodyslam, growl, psybeam, thunderbolt, thunderwave, toxic, confusion, psychic, hypnosis, teleport, doubleteam, confuseray, lightscreen, reflect, metronome, swift, dreameater, flash, rest, substitute, thief, snore, protect, icywind, endure, charm, swagger, attract, sleeptalk, return, frustration, safeguard, painsplit, encore, hiddenpower, raindance, sunnyday, psychup, shadowball, futuresight, torment, willowisp, facade, taunt, helpinghand, trick, recycle, knockoff, skillswap, imprison, snatch, secretpower, hypervoice, magicalleaf, calmmind, shockwave, naturalgift, fling, luckychant, zenheadbutt, trickroom, captivate, grassknot, chargebeam, wonderroom, psyshock, telekinesis, magicroom, round, echoedvoice, storedpower, allyswitch, healpulse, disarmingvoice, drainingkiss, mistyterrain, confide, dazzlinggleam, psychicterrain, lifedew, expandingforce, terablast, alluringvoice","101, 101, 101, 101, 101, 101, 1, 18, 101, 101, 101, 6, 26, 41, 16, 11, 101, 101, 101, 101, 101, 46, 101, 101, 101, 101, 101, 101, 101, 101, 39, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 36, 101, 101, 101, 101, 101, 101, 101, 101, 101, 31, 101, 101, 101, 21, 21, 101, 101, 101, 17, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 54, 101, 23, 11, 22, 101, 101, 101, 101, 21, 101, 101, 101"
281,kirlia,"megapunch, firepunch, icepunch, thunderpunch, megakick, bodyslam, growl, psybeam, hyperbeam, thunderbolt, thunderwave, toxic, confusion, psychic, hypnosis, teleport, doubleteam, confuseray, lightscreen, reflect, metronome, swift, dreameater, flash, rest, substitute, thief, snore, protect, icywind, endure, charm, swagger, attract, sleeptalk, return, frustration, safeguard, painsplit, encore, hiddenpower, raindance, sunnyday, psychup, shadowball, futuresight, torment, willowisp, facade, taunt, helpinghand, trick, recycle, knockoff, skillswap, imprison, snatch, secretpower, hypervoice, magicalleaf, calmmind, shockwave, naturalgift, fling, luckychant, zenheadbutt, trickroom, captivate, grassknot, chargebeam, wonderroom, psyshock, telekinesis, magicroom, round, echoedvoice, storedpower, allyswitch, healpulse, disarmingvoice, drainingkiss, mistyterrain, confide, dazzlinggleam, psychicterrain, lifedew, expandingforce, tripleaxel, terablast, alluringvoice","101, 101, 101, 101, 101, 101, 1, 18, 101, 101, 101, 101, 1, 26, 47, 1, 1, 101, 101, 101, 101, 101, 54, 101, 101, 101, 101, 101, 101, 101, 101, 45, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 40, 101, 101, 101, 101, 101, 101, 101, 101, 101, 33, 101, 101, 101, 1, 21, 101, 101, 101, 17, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 64, 101, 25, 11, 23, 101, 101, 101, 101, 23, 101, 101, 101, 101"
282,gardevoir,"megapunch, firepunch, icepunch, thunderpunch, megakick, bodyslam, growl, psybeam, hyperbeam, thunderbolt, thunderwave, toxic, confusion, psychic, hypnosis, teleport, nightshade, doubleteam, confuseray, lightscreen, reflect, metronome, swift, dreameater, flash, rest, substitute, thief, snore, protect, icywind, endure, charm, swagger, attract, sleeptalk, return, frustration, safeguard, painsplit, encore, hiddenpower, raindance, sunnyday, psychup, shadowball, futuresight, torment, willowisp, facade, taunt, helpinghand, trick, wish, recycle, knockoff, skillswap, imprison, snatch, secretpower, hypervoice, magicalleaf, calmmind, shockwave, gravity, healingwish, naturalgift, fling, powerswap, guardswap, aurasphere, vacuumwave, focusblast, energyball, gigaimpact, zenheadbutt, trickroom, captivate, grassknot, chargebeam, wonderroom, psyshock, telekinesis, magicroom, round, echoedvoice, storedpower, allyswitch, healpulse, disarmingvoice, drainingkiss, mistyterrain, moonblast, confide, mysticalfire, dazzlinggleam, psychicterrain, lifedew, expandingforce, mistyexplosion, tripleaxel, terablast, alluringvoice, psychicnoise","101, 101, 101, 101, 101, 101, 1, 18, 101, 101, 101, 101, 1, 26, 51, 1, 101, 1, 101, 101, 101, 101, 101, 60, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 42, 101, 101, 101, 101, 101, 101, 17, 101, 101, 101, 33, 101, 101, 101, 22, 21, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 53, 101, 101, 101, 101, 101, 101, 101, 101, 80, 101, 25, 11, 23, 1, 1, 101, 101, 101, 101, 23, 101, 101, 101, 101, 101, 101"
283,surskit,"takedown, mist, watergun, hydropump, surf, icebeam, blizzard, psybeam, bubblebeam, solarbeam, toxic, agility, quickattack, doubleteam, haze, waterfall, leechlife, bubble, flash, rest, substitute, thief, protect, mudslap, icywind, gigadrain, endure, swagger, attract, sleeptalk, return, frustration, batonpass, sweetscent, hiddenpower, raindance, sunnyday, psychup, shadowball, facade, helpinghand, secretpower, mudshot, watersport, waterpulse, naturalgift, bugbuzz, captivate, bugbite, aquajet, soak, round, scald, acrobatics, strugglebug, stickyweb, confide, infestation, lunge, liquidation, skittersmack, terablast, pounce, chillingwater","101, 37, 1, 101, 101, 101, 101, 101, 25, 101, 101, 31, 7, 101, 37, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 43, 13, 101, 101, 101, 101, 101, 101, 101, 101, 101, 19, 101, 101, 101, 101, 101, 30, 14, 101, 101, 101, 101, 46, 101, 101, 101, 101, 101, 101, 101, 101"
284,masquerain,"gust, whirlwind, takedown, supersonic, mist, watergun, hydropump, surf, icebeam, blizzard, psybeam, bubblebeam, hyperbeam, solarbeam, stunspore, toxic, agility, quickattack, doubleteam, haze, waterfall, swift, leechlife, bubble, flash, rest, substitute, thief, protect, scaryface, mudslap, icywind, gigadrain, endure, swagger, attract, sleeptalk, return, frustration, batonpass, sweetscent, hiddenpower, raindance, sunnyday, psychup, shadowball, facade, helpinghand, secretpower, weatherball, aircutter, silverwind, aerialace, mudshot, watersport, waterpulse, roost, naturalgift, tailwind, uturn, airslash, bugbuzz, energyball, gigaimpact, defog, captivate, bugbite, aquajet, ominouswind, quiverdance, soak, foulplay, round, scald, acrobatics, strugglebug, hurricane, stickyweb, confide, infestation, lunge, liquidation, skittersmack, dualwingbeat, terablast, pounce, chillingwater","26, 53, 101, 32, 1, 1, 101, 101, 101, 101, 101, 1, 101, 101, 40, 101, 1, 1, 101, 1, 101, 101, 101, 1, 101, 101, 101, 101, 101, 33, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 22, 47, 101, 101, 1, 101, 101, 101, 101, 101, 47, 61, 101, 101, 101, 101, 101, 1, 1, 68, 14, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101"
285,shroomish,"swordsdance, headbutt, tackle, bodyslam, takedown, absorb, megadrain, leechseed, growth, solarbeam, poisonpowder, stunspore, toxic, doubleteam, swift, spore, flash, rest, substitute, protect, sludgebomb, gigadrain, endure, charm, falseswipe, swagger, attract, sleeptalk, return, frustration, safeguard, hiddenpower, raindance, sunnyday, facade, helpinghand, snatch, secretpower, faketears, bulletseed, magicalleaf, naturalgift, worryseed, seedbomb, drainpunch, energyball, zenheadbutt, gunkshot, captivate, grassknot, venoshock, round, grassyterrain, confide, terablast, pounce","101, 22, 4, 101, 101, 1, 16, 10, 36, 101, 28, 7, 101, 101, 101, 54, 101, 101, 101, 101, 101, 45, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 29, 41, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101"
286,breloom,"thunderpunch, swordsdance, cut, headbutt, tackle, bodyslam, takedown, hyperbeam, lowkick, counter, strength, absorb, megadrain, leechseed, growth, solarbeam, poisonpowder, stunspore, dig, toxic, doubleteam, swift, spore, flash, rest, rockslide, substitute, mindreader, reversal, protect, machpunch, sludgebomb, mudslap, gigadrain, endure, charm, falseswipe, swagger, attract, sleeptalk, return, frustration, safeguard, dynamicpunch, irontail, hiddenpower, raindance, sunnyday, rocksmash, facade, focuspunch, helpinghand, brickbreak, snatch, secretpower, faketears, rocktomb, skyuppercut, bulletseed, aerialace, bulkup, mudshot, magicalleaf, naturalgift, feint, closecombat, fling, worryseed, forcepalm, poisonjab, seedbomb, drainpunch, focusblast, energyball, gigaimpact, zenheadbutt, leafstorm, gunkshot, stoneedge, captivate, grassknot, venoshock, lowsweep, round, retaliate, bulldoze, workup, grassyterrain, confide, poweruppunch, terablast, pounce","101, 101, 101, 22, 1, 101, 101, 101, 101, 28, 101, 1, 16, 1, 1, 101, 1, 1, 101, 101, 101, 101, 1, 101, 101, 101, 101, 45, 101, 101, 23, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 54, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 36, 101, 101, 101, 101, 101, 101, 19, 101, 101, 1, 29, 101, 41, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101"
287,slakoth,"firepunch, icepunch, thunderpunch, scratch, cut, headbutt, bodyslam, takedown, flamethrower, icebeam, blizzard, counter, strength, solarbeam, thunderbolt, thunder, toxic, doubleteam, metronome, fireblast, amnesia, rest, rockslide, substitute, thief, curse, flail, protect, feintattack, mudslap, icywind, endure, falseswipe, swagger, attract, sleeptalk, return, frustration, encore, metalclaw, hiddenpower, raindance, sunnyday, shadowball, rocksmash, facade, focuspunch, helpinghand, brickbreak, yawn, secretpower, slackoff, rocktomb, aerialace, bulkup, mudshot, covet, shockwave, waterpulse, naturalgift, fling, poisonjab, seedbomb, xscissor, shadowclaw, zenheadbutt, gunkshot, captivate, honeclaws, round, chipaway, incinerate, retaliate, workup, playrough, confide, poweruppunch, throatchop, terablast, chillingwater","101, 101, 101, 1, 101, 25, 101, 101, 101, 101, 101, 37, 101, 101, 101, 101, 101, 101, 101, 101, 25, 101, 101, 101, 101, 101, 43, 101, 19, 101, 101, 101, 101, 101, 101, 101, 101, 101, 7, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 13, 101, 101, 101, 101, 31, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 37, 101, 101, 101, 38, 101, 101, 25, 101, 101"
288,vigoroth,"firepunch, icepunch, thunderpunch, scratch, cut, headbutt, bodyslam, takedown, doubleedge, roar, flamethrower, icebeam, blizzard, lowkick, counter, strength, solarbeam, thunderbolt, thunderwave, thunder, earthquake, dig, toxic, doubleteam, focusenergy, metronome, fireblast, amnesia, furyswipes, rest, rockslide, slash, substitute, thief, curse, flail, reversal, protect, scaryface, mudslap, icywind, outrage, endure, falseswipe, swagger, attract, sleeptalk, return, frustration, encore, metalclaw, hiddenpower, raindance, sunnyday, shadowball, rocksmash, uproar, facade, focuspunch, taunt, helpinghand, brickbreak, yawn, knockoff, endeavor, secretpower, slackoff, hypervoice, rocktomb, aerialace, bulkup, mudshot, covet, shockwave, waterpulse, naturalgift, fling, poisonjab, seedbomb, xscissor, drainpunch, focusblast, shadowclaw, zenheadbutt, rockclimb, gunkshot, captivate, honeclaws, lowsweep, round, chipaway, incinerate, retaliate, bulldoze, workup, playrough, confide, poweruppunch, throatchop, stompingtantrum, lashout, terablast, trailblaze, chillingwater","101, 101, 101, 1, 101, 27, 101, 101, 101, 101, 101, 101, 101, 101, 37, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 1, 19, 101, 101, 31, 101, 101, 101, 1, 49, 101, 101, 101, 101, 101, 25, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 1, 101, 43, 101, 101, 101, 1, 101, 101, 101, 1, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 43, 101, 101, 101, 101, 1, 101, 101, 27, 101, 101, 101, 101, 101"
289,slaking,"firepunch, icepunch, thunderpunch, scratch, cut, megakick, headbutt, bodyslam, takedown, doubleedge, roar, flamethrower, icebeam, blizzard, hyperbeam, lowkick, counter, strength, solarbeam, thunderbolt, thunderwave, thunder, earthquake, dig, toxic, doubleteam, focusenergy, metronome, fireblast, amnesia, furyswipes, rest, rockslide, slash, substitute, thief, curse, flail, reversal, protect, scaryface, feintattack, mudslap, icywind, outrage, endure, falseswipe, swagger, attract, sleeptalk, return, frustration, encore, metalclaw, hiddenpower, raindance, sunnyday, shadowball, rocksmash, uproar, facade, focuspunch, taunt, helpinghand, brickbreak, yawn, knockoff, endeavor, secretpower, slackoff, hypervoice, rocktomb, aerialace, bulkup, mudshot, covet, shockwave, waterpulse, hammerarm, naturalgift, fling, punishment, suckerpunch, poisonjab, seedbomb, xscissor, drainpunch, focusblast, gigaimpact, shadowclaw, zenheadbutt, rockclimb, gunkshot, captivate, honeclaws, smackdown, heavyslam, lowsweep, round, chipaway, incinerate, quash, retaliate, bulldoze, workup, wildcharge, playrough, confide, poweruppunch, highhorsepower, throatchop, stompingtantrum, bodypress, lashout, terablast, pounce, trailblaze, chillingwater, hardpress","101, 101, 101, 1, 101, 52, 27, 101, 101, 101, 101, 101, 101, 101, 101, 101, 37, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 25, 1, 101, 101, 1, 101, 101, 101, 43, 1, 101, 101, 19, 101, 101, 101, 101, 101, 36, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 1, 101, 101, 101, 1, 101, 101, 101, 101, 101, 31, 101, 101, 61, 101, 49, 55, 53, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 37, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 27, 101, 101, 101, 101, 101, 101, 101, 101"
290,nincada,"scratch, cut, sandattack, absorb, solarbeam, dig, toxic, doubleteam, harden, bide, leechlife, flash, furyswipes, rest, substitute, mindreader, snore, protect, mudslap, sandstorm, gigadrain, endure, falseswipe, swagger, sleeptalk, return, frustration, metalclaw, hiddenpower, sunnyday, shadowball, facade, secretpower, aerialace, naturalgift, xscissor, bugbuzz, honeclaws, round, strugglebug, confide","1, 101, 9, 5, 101, 45, 101, 101, 1, 29, 5, 101, 14, 101, 101, 19, 101, 101, 31, 101, 101, 101, 25, 101, 101, 101, 101, 38, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101"
291,ninjask,"scratch, swordsdance, cut, sandattack, hyperbeam, absorb, solarbeam, dig, toxic, agility, screech, doubleteam, harden, swift, leechlife, flash, furyswipes, rest, slash, substitute, thief, mindreader, snore, protect, mudslap, sandstorm, gigadrain, endure, falseswipe, swagger, furycutter, attract, sleeptalk, return, frustration, batonpass, metalclaw, hiddenpower, sunnyday, shadowball, uproar, facade, secretpower, silverwind, aerialace, roost, naturalgift, uturn, airslash, xscissor, bugbuzz, gigaimpact, defog, captivate, bugbite, honeclaws, round, acrobatics, strugglebug, confide","1, 25, 101, 1, 101, 1, 101, 101, 101, 38, 20, 20, 1, 101, 1, 101, 14, 101, 31, 101, 101, 19, 101, 101, 1, 101, 101, 101, 101, 101, 20, 101, 101, 101, 101, 45, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 52, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101"
292,shedinja,"scratch, cut, sandattack, hyperbeam, absorb, solarbeam, dig, toxic, agility, doubleteam, harden, confuseray, dreameater, leechlife, flash, furyswipes, rest, substitute, thief, mindreader, snore, spite, protect, mudslap, sandstorm, gigadrain, endure, falseswipe, swagger, sleeptalk, return, frustration, metalclaw, hiddenpower, sunnyday, shadowball, willowisp, facade, trick, grudge, secretpower, aerialace, naturalgift, healblock, xscissor, bugbuzz, gigaimpact, shadowclaw, shadowsneak, honeclaws, telekinesis, round, allyswitch, hex, strugglebug, phantomforce, confide","1, 101, 9, 101, 1, 101, 101, 101, 101, 101, 1, 31, 101, 5, 101, 14, 101, 101, 101, 19, 101, 25, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 38, 101, 101, 101, 45, 101, 101, 101, 52, 101, 101, 101, 101, 38, 101, 101, 101, 101, 101, 101, 47, 101"
293,whismur,"pound, megapunch, firepunch, icepunch, thunderpunch, stomp, megakick, bodyslam, roar, supersonic, flamethrower, icebeam, blizzard, solarbeam, toxic, screech, doubleteam, fireblast, rest, substitute, snore, protect, icywind, endure, swagger, attract, sleeptalk, return, frustration, hiddenpower, raindance, sunnyday, shadowball, uproar, facade, secretpower, hypervoice, astonish, faketears, howl, shockwave, waterpulse, naturalgift, fling, zenheadbutt, captivate, synchronoise, round, echoedvoice, incinerate, retaliate, workup, confide","1, 101, 101, 101, 101, 25, 101, 101, 35, 21, 101, 101, 101, 101, 101, 31, 101, 101, 41, 101, 101, 101, 101, 101, 101, 101, 41, 101, 101, 101, 101, 101, 101, 5, 101, 101, 45, 11, 101, 15, 101, 101, 101, 101, 101, 101, 41, 101, 101, 101, 101, 101, 101"
294,loudred,"pound, megapunch, firepunch, icepunch, thunderpunch, stomp, megakick, bodyslam, bite, roar, supersonic, flamethrower, icebeam, blizzard, lowkick, strength, solarbeam, earthquake, toxic, screech, doubleteam, fireblast, rest, rockslide, substitute, snore, protect, icywind, endure, swagger, attract, sleeptalk, return, frustration, hiddenpower, raindance, sunnyday, shadowball, rocksmash, uproar, torment, facade, taunt, brickbreak, secretpower, hypervoice, astonish, faketears, overheat, rocktomb, howl, shockwave, waterpulse, naturalgift, fling, zenheadbutt, captivate, smackdown, synchronoise, round, echoedvoice, incinerate, retaliate, bulldoze, workup, confide, poweruppunch, stompingtantrum","1, 101, 101, 101, 101, 29, 101, 101, 20, 43, 23, 101, 101, 101, 101, 101, 101, 101, 101, 37, 101, 101, 51, 101, 101, 101, 101, 101, 101, 101, 101, 51, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 57, 1, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 51, 101, 101, 101, 101, 101, 101, 101, 101, 101"
295,exploud,"pound, megapunch, firepunch, icepunch, thunderpunch, stomp, megakick, bodyslam, bite, roar, supersonic, flamethrower, hydropump, surf, icebeam, blizzard, hyperbeam, lowkick, strength, solarbeam, earthquake, toxic, screech, doubleteam, fireblast, rest, rockslide, substitute, snore, protect, icywind, outrage, endure, swagger, attract, sleeptalk, return, frustration, hiddenpower, raindance, sunnyday, crunch, shadowball, rocksmash, whirlpool, uproar, torment, facade, taunt, brickbreak, secretpower, hypervoice, astonish, faketears, overheat, rocktomb, howl, shockwave, waterpulse, naturalgift, fling, focusblast, gigaimpact, avalanche, thunderfang, icefang, firefang, zenheadbutt, rockclimb, captivate, smackdown, synchronoise, round, echoedvoice, incinerate, retaliate, bulldoze, workup, boomburst, confide, poweruppunch, stompingtantrum","1, 101, 101, 101, 101, 29, 101, 101, 20, 45, 23, 101, 101, 101, 101, 101, 40, 101, 101, 101, 101, 101, 37, 101, 101, 55, 101, 101, 101, 101, 101, 101, 101, 101, 101, 55, 101, 101, 101, 101, 101, 40, 101, 101, 101, 1, 101, 101, 101, 101, 101, 63, 1, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 1, 1, 1, 101, 101, 101, 101, 55, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101"
